Year,Units,Doller
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars,
2015,Dollars,
2015,Percentage,
2015,Percentage,
2015,Percentage,
2015,Percentage,
2015,Percentage,
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars,
2015,Dollars,
2015,Percentage,
2015,Percentage,
2015,Percentage,
2015,Percentage,
2015,Percentage,
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars (millions),
2015,Dollars,
2015,Dollars,
2015,Percentage,
2015,Percentage,
2015,Percentage,
2015,Percentage,
2015,Percentage,
2015,Percentage,
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars,
2014,Dollars,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars,
2014,Dollars,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars,
2014,Dollars,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars,
2014,Dollars,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars,
2014,Dollars,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars,
2014,Dollars,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars,
2014,Dollars,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars,
2014,Dollars,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars,
2014,Dollars,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars,
2014,Dollars,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars,
2014,Dollars,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars,
2014,Dollars,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars,
2014,Dollars,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars,
2014,Dollars,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars,
2014,Dollars,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars,
2014,Dollars,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars,
2014,Dollars,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars,
2014,Dollars,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars,
2014,Dollars,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars,
2014,Dollars,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars,
2014,Dollars,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars,
2014,Dollars,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars,
2014,Dollars,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars,
2014,Dollars,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars,
2014,Dollars,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars,
2014,Dollars,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars,
2014,Dollars,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars,
2014,Dollars,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars,
2014,Dollars,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars,
2014,Dollars,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars,
2014,Dollars,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars,
2014,Dollars,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars,
2014,Dollars,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars,
2014,Dollars,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Percentage,
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
2014,Dollars (millions),
